product,issue,sub_product,timely,company_response,submitted_via,company,date_received,state,sub_issue,common_complaints
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",02-2024,GU,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",03-2024,SD,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",05-2019,GU,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",05-2024,GU,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",06-2024,GU,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",07-2024,ID,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",07-2024,SD,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,AK,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,CO,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,ID,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,KS,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,NH,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,OR,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,RI,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,UT,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with monetary relief,Web,MOHELA,07-2024,VI,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with monetary relief,Web,MOHELA,08-2024,KS,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Federal student loan servicing,Yes,Closed with non-monetary relief,Web,"ECMC GROUP, INC.",08-2024,CO,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Referral,"CITIZENS FINANCIAL GROUP, INC.",08-2024,NH,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Referral,"Navient Solutions, LLC.",08-2024,MA,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,AES/PHEAA,08-2024,OR,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,AES/PHEAA,08-2024,TN,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,DISCOVER BANK,08-2024,CT,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,DISCOVER BANK,08-2024,IA,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,EdFinancial Services,07-2024,ME,Don't agree with the fees charged,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,KEYCORP,08-2024,CO,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,MOHELA,07-2024,SD,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",01-2024,VI,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",04-2024,MT,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",05-2024,WY,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",06-2024,ME,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",06-2024,ME,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",07-2024,ID,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",07-2024,NH,Don't agree with the fees charged,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,IA,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,IL,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,KS,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,ME,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,ME,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,MN,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,MT,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,NC,Need information about your loan balance or loan terms,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,NH,Don't agree with the fees charged,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,NH,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,OH,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,OR,Don't agree with the fees charged,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,PA,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,PR,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,TN,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,VA,Don't agree with the fees charged,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,VA,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,WY,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Nelnet, Inc.",01-2024,VT,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Nelnet, Inc.",07-2024,HI,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Nelnet, Inc.",07-2024,MT,Co-signer,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,NJ,Trouble with how payments are being handled,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,SLM CORPORATION,03-2024,WY,Keep getting calls about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,SLM CORPORATION,08-2024,RI,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2024,KS,Problem with customer service,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,ZuntaFi Corp,06-2024,SD,Received bad information about your loan,1
Student loan,Dealing with your lender or servicer,Private student loan,Yes,Closed with explanation,Web,ZuntaFi Corp,08-2024,SD,Trouble with how payments are being handled,1
Student loan,Getting a loan,Non-federal student loan,No,Closed with explanation,Web,"Social Finance, Inc.",08-2014,DC,Qualify for a better loan than offered,1
Student loan,Getting a loan,Private student loan,Yes,Closed with explanation,Web,HEARTLAND PAYMENT SYSTEMS INC,07-2024,WY,Loan opened without my consent or knowledge,1
Student loan,Getting a loan,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",05-2024,MT,High pressure sales tactics or recruiting,1
Student loan,Getting a loan,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,NH,High pressure sales tactics or recruiting,1
Student loan,Getting a loan,Private student loan,Yes,Closed with explanation,Web,SLM CORPORATION,06-2024,GU,Changes in terms mid-deal or after closing,1
Student loan,Improper use of your report,Federal student loan servicing,Yes,Closed with explanation,Phone,TRANSWORLD SYSTEMS INC,08-2024,OK,Reporting company used your report improperly,1
Student loan,Incorrect information on your report,Federal student loan servicing,Yes,Closed with explanation,Phone,"Nelnet, Inc.",08-2024,SD,Information is missing that should be on the report,1
Student loan,Incorrect information on your report,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,05-2024,VT,Account information incorrect,1
Student loan,Incorrect information on your report,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,KS,Account information incorrect,1
Student loan,Incorrect information on your report,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,MN,Old information reappears or never goes away,1
Student loan,Incorrect information on your report,Federal student loan servicing,Yes,Closed with explanation,Web,"Maximus Federal Services, Inc.",08-2024,OR,Account status incorrect,1
Student loan,Incorrect information on your report,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,NH,Account information incorrect,1
Student loan,Incorrect information on your report,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,NJ,Account information incorrect,1
Student loan,Problem with a company's investigation into an existing problem,Federal student loan servicing,Yes,Closed with explanation,Web,Experian Information Solutions Inc.,08-2024,PA,Their investigation did not fix an error on your report,1
Student loan,Problem with a company's investigation into an existing problem,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,HI,Their investigation did not fix an error on your report,1
Student loan,Problems when you are unable to pay,Non-federal student loan,Yes,Closed with explanation,Referral,"Navient Solutions, LLC.",06-2012,MA,,1
Student loan,Problems when you are unable to pay,Non-federal student loan,Yes,Closed with explanation,Web,Cognition Financial Corporation,06-2012,IN,,1
Student loan,Problems when you are unable to pay,Non-federal student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",06-2012,NJ,,1
Student loan,Problems when you are unable to pay,Non-federal student loan,Yes,Closed with monetary relief,Web,"CITIBANK, N.A.",06-2012,DC,,1
Student loan,Repaying your loan,Non-federal student loan,Yes,Closed with explanation,Web,KEYCORP,01-2013,MP,,1
Student loan,Repaying your loan,Non-federal student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",06-2012,MT,,1
Student loan,Repaying your loan,Non-federal student loan,Yes,Closed with non-monetary relief,Phone,AES/PHEAA,06-2012,MI,,1
Student loan,Struggling to repay your loan,Federal student loan servicing,No,Closed with explanation,Web,EdFinancial Services,08-2024,DC,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,No,Closed with explanation,Web,EdFinancial Services,08-2024,MA,Problem with your payment plan,1
Student loan,Struggling to repay your loan,Federal student loan servicing,No,Closed with explanation,Web,EdFinancial Services,08-2024,OR,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Referral,AES/PHEAA,04-2024,MT,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Referral,"Navient Solutions, LLC.",08-2024,SC,Can't get other flexible options for repaying your loan,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Referral,SLM CORPORATION,08-2024,MA,Problem lowering your monthly payments,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,AES/PHEAA,04-2024,SD,Problem with your payment plan,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,MD,Problem with your payment plan,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,NM,Problem lowering your monthly payments,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,OR,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,OR,Problem with your payment plan,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,MOHELA,08-2024,PR,Can't temporarily delay making payments,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Maximus Federal Services, Inc.",08-2024,CA,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Maximus Federal Services, Inc.",08-2024,FL,Problem with your payment plan,1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Maximus Federal Services, Inc.",08-2024,OR,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",06-2024,MT,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",05-2024,VT,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,MO,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,OR,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with explanation,Web,"Nelnet, Inc.",08-2024,RI,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Federal student loan servicing,Yes,Closed with non-monetary relief,Web,MOHELA,04-2024,SD,"Problem with forgiveness, cancellation, or discharge",1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Referral,DISCOVER BANK,08-2024,MA,Problem lowering your monthly payments,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Referral,"Navient Solutions, LLC.",06-2024,MT,Can't get other flexible options for repaying your loan,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Web,AES/PHEAA,08-2024,LA,Bankruptcy,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Web,AES/PHEAA,08-2024,NH,Problem lowering your monthly payments,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,ID,Can't get other flexible options for repaying your loan,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,MN,Can't get other flexible options for repaying your loan,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Web,"Navient Solutions, LLC.",08-2024,WA,Problem lowering your monthly payments,1
Student loan,Struggling to repay your loan,Private student loan,Yes,Closed with explanation,Web,TRANSWORLD SYSTEMS INC,08-2024,MT,Problem lowering your monthly payments,1
Vehicle loan or lease,Credit monitoring or identity theft protection services,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,04-2024,WY,Billing dispute for services,1
Vehicle loan or lease,Getting a loan or lease,Lease,Yes,Closed with explanation,Web,"American Credit Acceptance, LLC",08-2024,OK,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Referral,PENTAGON FEDERAL CREDIT UNION,08-2024,PR,Changes in terms mid-deal or after closing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"Approve Holdings, Inc",08-2024,NV,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,CREDIT ACCEPTANCE CORPORATION,08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,DriveTime,08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"EQUIFAX, INC.",08-2024,KS,Loan opened without my consent or knowledge,2
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"Exeter Finance, LLC.",08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,FC HoldCo LLC,08-2024,CO,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,FORD MOTOR CREDIT CO.,08-2024,DE,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"General Motors Financial Company, Inc.",08-2024,PA,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,Global Lending Services LLC,08-2024,AL,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,Global Lending Services LLC,08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,LOBEL FINANCIAL CORPORATION,08-2024,HI,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"Open Dealer Exchange, LLC",08-2024,DE,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,PENTAGON FEDERAL CREDIT UNION,01-2018,GU,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"SANTANDER HOLDINGS USA, INC.",04-2023,GU,Changes in terms mid-deal or after closing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"SANTANDER HOLDINGS USA, INC.",08-2024,TX,High-pressure sales tactics,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,Stellantis Financial Services US Corp.,08-2024,DC,Loan opened without my consent or knowledge,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,Toyota Credit De Puerto Rico Corp.,08-2024,PR,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"Westlake Services, LLC",08-2024,DE,Credit denial,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with explanation,Web,"Westlake Services, LLC",08-2024,NJ,Confusing or misleading advertising or marketing,1
Vehicle loan or lease,Getting a loan or lease,Loan,Yes,Closed with non-monetary relief,Web,"EQUIFAX, INC.",08-2024,CO,Loan opened without my consent or knowledge,1
Vehicle loan or lease,Improper use of your report,Loan,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2024,ME,Credit inquiries on your report that you don't recognize,1
Vehicle loan or lease,Incorrect information on your report,Loan,Yes,Closed with explanation,Phone,"Westlake Services, LLC",06-2024,ME,Account information incorrect,1
Vehicle loan or lease,Incorrect information on your report,Loan,Yes,Closed with explanation,Web,"BMW Financial Services NA, LLC",08-2024,GA,Account information incorrect,1
Vehicle loan or lease,Incorrect information on your report,Loan,Yes,Closed with explanation,Web,NISSAN MOTOR ACCEPTANCE COMPANY LLC,08-2024,CA,Information belongs to someone else,1
Vehicle loan or lease,Incorrect information on your report,Loan,Yes,Closed with explanation,Web,TOYOTA MOTOR CREDIT CORPORATION,03-2024,MT,Account information incorrect,1
Vehicle loan or lease,Incorrect information on your report,Loan,Yes,Closed with explanation,Web,WELLS FARGO & COMPANY,08-2024,NC,Account status incorrect,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Phone,JPMORGAN CHASE & CO.,05-2024,VT,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,"Exeter Finance, LLC.",08-2024,DC,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,"General Motors Financial Company, Inc.",08-2024,MA,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,04-2024,VT,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,TOYOTA MOTOR CREDIT CORPORATION,01-2024,VT,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,TOYOTA MOTOR CREDIT CORPORATION,02-2024,VT,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,TOYOTA MOTOR CREDIT CORPORATION,02-2024,VT,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with explanation,Web,VW Credit,04-2024,VT,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Lease,Yes,Closed with non-monetary relief,Web,VW Credit,08-2024,HI,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Phone,CREDIT ACCEPTANCE CORPORATION,08-2024,MN,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Postal mail,"SANTANDER HOLDINGS USA, INC.",04-2024,VT,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Referral,PNC Bank N.A.,08-2024,DE,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Referral,UNITED SERVICES AUTOMOBILE ASSOCIATION,06-2024,ME,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,04-2024,SD,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,06-2024,ME,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,07-2024,NH,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,07-2024,WV,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,07-2024,WY,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,08-2024,IA,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,ALLY FINANCIAL INC.,08-2024,KS,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,AMERICAN HONDA FINANCE CORP,04-2024,SD,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,AMERICAN HONDA FINANCE CORP,08-2024,NE,Problem with the interest rate,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"BANK OF AMERICA, NATIONAL ASSOCIATION",06-2024,VT,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"BMO Bank, N.A.",06-2024,AK,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,02-2024,WY,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,03-2024,SD,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,08-2024,IN,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,CAPITAL ONE FINANCIAL CORPORATION,08-2024,MI,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,CREDIT ACCEPTANCE CORPORATION,05-2024,ME,Problem with the interest rate,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,CREDIT ACCEPTANCE CORPORATION,05-2024,MT,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"Exeter Finance, LLC.",08-2024,CO,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,GREENSTATE CREDIT UNION,08-2024,IA,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"General Motors Financial Company, Inc.",08-2024,NV,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"General Motors Financial Company, Inc.",08-2024,RI,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,Global Lending Services LLC,07-2024,ID,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"HUNTINGTON NATIONAL BANK, THE",08-2024,WY,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,"Innovate Managed Holdings, LLC",08-2024,AZ,Billing problem,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,04-2024,MT,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,07-2024,MT,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,08-2024,ID,Problem with additional products or services purchased with the loan,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,08-2024,NH,Problem with fees charged,1
Vehicle loan or lease,Managing the loan or lease,Loan,Yes,Closed with explanation,Web,JPMORGAN CHASE & CO.,08-2024,TX,Billing problem,1
